Column1;Column2;Column4;Column5;Column6;Column8;Column9;Column10;Column12;Column13;Column14;Column16
m_n1;b_1;L_1;m_n2;b_2;L_2;m_n3;b_3;L_3;J_R;J_G;L_s
0.500000498187689;0.442923639149215;0.447007612784461;0.472514613972447;0.472514613972447;0.447007612784461;0.50000049984175;0.480516669693247;0.352299150700688;0.0306772275599877;0.0306772275599877;0.352299150700688
0.226892371609616;0.226892371609616;0.183237059014095;0.249999970986739;0.200204679213746;0.183237059014095;0.260277275636798;0.260277275636798;0.119729335155303;0.000882046775168525;0.000882046775168525;0.119729335155303
0.115327866124764;0.0950317716830145;0.0703468388467168;0.124907096933898;0.0910920471258028;0.0703468388467168;0.133928571436151;0.133928571436151;0.0339912057919604;3.15740560464215e-05;3.15740560464215e-05;0.0339912057919604
0.0493281236281164;0.0493281236281164;0.03093086088013;0.055929025039826;0.0502088012906595;0.03093086088013;0.070898628996003;0.070898628996003;0.00913126432199143;1.00000048491118e-06;1.00000048491118e-06;0.00913126432199143
